"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","LIFEEXP65","WOMEN","YR","A","2009",18.8,
"CZE","LIFEEXP65","WOMEN","YR","A","2010",19,
"CZE","LIFEEXP65","WOMEN","YR","A","2011",19.2,
"CZE","LIFEEXP65","WOMEN","YR","A","2012",19.2,
"CZE","LIFEEXP65","WOMEN","YR","A","2013",19.3,
"CZE","LIFEEXP65","WOMEN","YR","A","2014",19.8,
"CZE","LIFEEXP65","WOMEN","YR","A","2015",19.4,
"CZE","LIFEEXP65","WOMEN","YR","A","2016",20,
"CZE","LIFEEXP65","WOMEN","YR","A","2017",19.8,
"DNK","LIFEEXP65","WOMEN","YR","A","2008",19.5,
"DNK","LIFEEXP65","WOMEN","YR","A","2009",19.5,
"DNK","LIFEEXP65","WOMEN","YR","A","2010",19.7,
"DNK","LIFEEXP65","WOMEN","YR","A","2011",20.1,
"DNK","LIFEEXP65","WOMEN","YR","A","2012",20.2,
"DNK","LIFEEXP65","WOMEN","YR","A","2013",20.4,
"DNK","LIFEEXP65","WOMEN","YR","A","2014",20.8,
"DNK","LIFEEXP65","WOMEN","YR","A","2015",20.7,
"DNK","LIFEEXP65","WOMEN","YR","A","2016",20.8,
"DNK","LIFEEXP65","WOMEN","YR","A","2017",20.8,
"FIN","LIFEEXP65","WOMEN","YR","A","2008",21.3,
"FIN","LIFEEXP65","WOMEN","YR","A","2009",21.5,
"FIN","LIFEEXP65","WOMEN","YR","A","2010",21.5,
"FIN","LIFEEXP65","WOMEN","YR","A","2011",21.7,
"FIN","LIFEEXP65","WOMEN","YR","A","2012",21.6,
"FIN","LIFEEXP65","WOMEN","YR","A","2013",21.8,
"FIN","LIFEEXP65","WOMEN","YR","A","2014",21.7,
"FIN","LIFEEXP65","WOMEN","YR","A","2015",21.9,
"FIN","LIFEEXP65","WOMEN","YR","A","2016",21.9,
"FIN","LIFEEXP65","WOMEN","YR","A","2017",22.1,
"FRA","LIFEEXP65","WOMEN","YR","A","2008",23,
"FRA","LIFEEXP65","WOMEN","YR","A","2009",23.2,
"FRA","LIFEEXP65","WOMEN","YR","A","2010",23.4,
"FRA","LIFEEXP65","WOMEN","YR","A","2011",23.8,
"FRA","LIFEEXP65","WOMEN","YR","A","2012",23.4,
"FRA","LIFEEXP65","WOMEN","YR","A","2013",23.6,
"FRA","LIFEEXP65","WOMEN","YR","A","2014",24,
"FRA","LIFEEXP65","WOMEN","YR","A","2015",23.5,
"FRA","LIFEEXP65","WOMEN","YR","A","2016",23.7,
"FRA","LIFEEXP65","WOMEN","YR","A","2017",23.7,
"DEU","LIFEEXP65","WOMEN","YR","A","2008",20.7,
"DEU","LIFEEXP65","WOMEN","YR","A","2009",20.8,
"DEU","LIFEEXP65","WOMEN","YR","A","2010",20.9,
"DEU","LIFEEXP65","WOMEN","YR","A","2011",21.1,
"DEU","LIFEEXP65","WOMEN","YR","A","2012",21,
"DEU","LIFEEXP65","WOMEN","YR","A","2013",20.9,
"DEU","LIFEEXP65","WOMEN","YR","A","2014",21.4,
"DEU","LIFEEXP65","WOMEN","YR","A","2015",21,
"DEU","LIFEEXP65","WOMEN","YR","A","2016",21.3,
"DEU","LIFEEXP65","WOMEN","YR","A","2017",21.2,
"GRC","LIFEEXP65","WOMEN","YR","A","2008",20.6,
"GRC","LIFEEXP65","WOMEN","YR","A","2009",20.9,
"GRC","LIFEEXP65","WOMEN","YR","A","2010",21,
"GRC","LIFEEXP65","WOMEN","YR","A","2011",21.2,
"GRC","LIFEEXP65","WOMEN","YR","A","2012",20.9,
"GRC","LIFEEXP65","WOMEN","YR","A","2013",21.6,
"GRC","LIFEEXP65","WOMEN","YR","A","2014",21.7,
"GRC","LIFEEXP65","WOMEN","YR","A","2015",21.3,
"GRC","LIFEEXP65","WOMEN","YR","A","2016",21.7,
"GRC","LIFEEXP65","WOMEN","YR","A","2017",21.4,
"HUN","LIFEEXP65","WOMEN","YR","A","2008",18.1,
"HUN","LIFEEXP65","WOMEN","YR","A","2009",18.2,
"HUN","LIFEEXP65","WOMEN","YR","A","2010",18.2,
"HUN","LIFEEXP65","WOMEN","YR","A","2011",18.3,
"HUN","LIFEEXP65","WOMEN","YR","A","2012",18.1,"B"
"HUN","LIFEEXP65","WOMEN","YR","A","2013",18.4,
"HUN","LIFEEXP65","WOMEN","YR","A","2014",18.6,
"HUN","LIFEEXP65","WOMEN","YR","A","2015",18.2,
"HUN","LIFEEXP65","WOMEN","YR","A","2016",18.7,
"HUN","LIFEEXP65","WOMEN","YR","A","2017",18.4,
"ISL","LIFEEXP65","WOMEN","YR","A","2008",20.6,
"ISL","LIFEEXP65","WOMEN","YR","A","2009",21,
"ISL","LIFEEXP65","WOMEN","YR","A","2010",21.5,
"ISL","LIFEEXP65","WOMEN","YR","A","2011",21.5,
"ISL","LIFEEXP65","WOMEN","YR","A","2012",21.5,
"ISL","LIFEEXP65","WOMEN","YR","A","2013",21.2,
"ISL","LIFEEXP65","WOMEN","YR","A","2014",22.2,
"ISL","LIFEEXP65","WOMEN","YR","A","2015",21.3,
"ISL","LIFEEXP65","WOMEN","YR","A","2016",21.3,
"ISL","LIFEEXP65","WOMEN","YR","A","2017",21.4,
"IRL","LIFEEXP65","WOMEN","YR","A","2008",20.3,
"IRL","LIFEEXP65","WOMEN","YR","A","2009",20.7,
"IRL","LIFEEXP65","WOMEN","YR","A","2010",20.8,
"IRL","LIFEEXP65","WOMEN","YR","A","2011",20.9,
"IRL","LIFEEXP65","WOMEN","YR","A","2012",20.9,
"IRL","LIFEEXP65","WOMEN","YR","A","2013",20.8,
"IRL","LIFEEXP65","WOMEN","YR","A","2014",21.1,
"IRL","LIFEEXP65","WOMEN","YR","A","2015",21,
"IRL","LIFEEXP65","WOMEN","YR","A","2016",21.1,
"IRL","LIFEEXP65","WOMEN","YR","A","2017",21.4,
"ITA","LIFEEXP65","WOMEN","YR","A","2008",21.7,
"ITA","LIFEEXP65","WOMEN","YR","A","2009",21.8,
"ITA","LIFEEXP65","WOMEN","YR","A","2010",22.1,
"ITA","LIFEEXP65","WOMEN","YR","A","2011",22.2,
"ITA","LIFEEXP65","WOMEN","YR","A","2012",22.1,
"ITA","LIFEEXP65","WOMEN","YR","A","2013",22.6,
"ITA","LIFEEXP65","WOMEN","YR","A","2014",22.8,
"ITA","LIFEEXP65","WOMEN","YR","A","2015",22.2,
"ITA","LIFEEXP65","WOMEN","YR","A","2016",22.9,
"ITA","LIFEEXP65","WOMEN","YR","A","2017",22.4,
"JPN","LIFEEXP65","WOMEN","YR","A","2008",23.6,
"JPN","LIFEEXP65","WOMEN","YR","A","2009",24,
"JPN","LIFEEXP65","WOMEN","YR","A","2010",23.8,
"JPN","LIFEEXP65","WOMEN","YR","A","2011",23.7,
"JPN","LIFEEXP65","WOMEN","YR","A","2012",23.8,
"JPN","LIFEEXP65","WOMEN","YR","A","2013",24,
"JPN","LIFEEXP65","WOMEN","YR","A","2014",24.2,
"JPN","LIFEEXP65","WOMEN","YR","A","2015",24.2,
"JPN","LIFEEXP65","WOMEN","YR","A","2016",24.4,
"JPN","LIFEEXP65","WOMEN","YR","A","2017",24.4,
"KOR","LIFEEXP65","WOMEN","YR","A","2008",20.7,
"KOR","LIFEEXP65","WOMEN","YR","A","2009",21.1,
"KOR","LIFEEXP65","WOMEN","YR","A","2010",21.2,
"KOR","LIFEEXP65","WOMEN","YR","A","2011",21.5,
"KOR","LIFEEXP65","WOMEN","YR","A","2012",21.5,
"KOR","LIFEEXP65","WOMEN","YR","A","2013",21.9,
"KOR","LIFEEXP65","WOMEN","YR","A","2014",22.3,
"KOR","LIFEEXP65","WOMEN","YR","A","2015",22.4,
"KOR","LIFEEXP65","WOMEN","YR","A","2016",22.6,
"KOR","LIFEEXP65","WOMEN","YR","A","2017",22.7,
"LUX","LIFEEXP65","WOMEN","YR","A","2008",21,
"LUX","LIFEEXP65","WOMEN","YR","A","2009",21.4,
"LUX","LIFEEXP65","WOMEN","YR","A","2010",21.6,
"LUX","LIFEEXP65","WOMEN","YR","A","2011",21.6,
"LUX","LIFEEXP65","WOMEN","YR","A","2012",21.4,"B"
"LUX","LIFEEXP65","WOMEN","YR","A","2013",21.9,
"LUX","LIFEEXP65","WOMEN","YR","A","2014",22.7,
"LUX","LIFEEXP65","WOMEN","YR","A","2015",21.8,
"LUX","LIFEEXP65","WOMEN","YR","A","2016",22.7,
"LUX","LIFEEXP65","WOMEN","YR","A","2017",21.7,
"MEX","LIFEEXP65","WOMEN","YR","A","2008",18.5,
"MEX","LIFEEXP65","WOMEN","YR","A","2009",18.5,
"MEX","LIFEEXP65","WOMEN","YR","A","2010",18.5,
"MEX","LIFEEXP65","WOMEN","YR","A","2011",18.5,
"MEX","LIFEEXP65","WOMEN","YR","A","2012",18.6,
"MEX","LIFEEXP65","WOMEN","YR","A","2013",18.6,
"MEX","LIFEEXP65","WOMEN","YR","A","2014",18.6,
"MEX","LIFEEXP65","WOMEN","YR","A","2015",18.6,
"MEX","LIFEEXP65","WOMEN","YR","A","2016",18.7,
"MEX","LIFEEXP65","WOMEN","YR","A","2017",18.7,
"NLD","LIFEEXP65","WOMEN","YR","A","2008",20.7,
"NLD","LIFEEXP65","WOMEN","YR","A","2009",21,
"NLD","LIFEEXP65","WOMEN","YR","A","2010",21,
"NLD","LIFEEXP65","WOMEN","YR","A","2011",21.2,
"NLD","LIFEEXP65","WOMEN","YR","A","2012",21,
"NLD","LIFEEXP65","WOMEN","YR","A","2013",21.2,
"NLD","LIFEEXP65","WOMEN","YR","A","2014",21.4,
"NLD","LIFEEXP65","WOMEN","YR","A","2015",21.1,
"NLD","LIFEEXP65","WOMEN","YR","A","2016",21.1,
"NLD","LIFEEXP65","WOMEN","YR","A","2017",21.2,
"NZL","LIFEEXP65","WOMEN","YR","A","2008",20.8,
"NZL","LIFEEXP65","WOMEN","YR","A","2009",20.9,
"NZL","LIFEEXP65","WOMEN","YR","A","2010",21,
"NZL","LIFEEXP65","WOMEN","YR","A","2011",21.1,
"NZL","LIFEEXP65","WOMEN","YR","A","2012",21.2,
"NZL","LIFEEXP65","WOMEN","YR","A","2013",21.3,
"NZL","LIFEEXP65","WOMEN","YR","A","2014",21.4,
"NZL","LIFEEXP65","WOMEN","YR","A","2015",21.5,
"NZL","LIFEEXP65","WOMEN","YR","A","2016",21.5,
"NZL","LIFEEXP65","WOMEN","YR","A","2017",21.7,
"NOR","LIFEEXP65","WOMEN","YR","A","2008",21,
"NOR","LIFEEXP65","WOMEN","YR","A","2009",21.1,
"NOR","LIFEEXP65","WOMEN","YR","A","2010",21.2,
"NOR","LIFEEXP65","WOMEN","YR","A","2011",21.4,
"NOR","LIFEEXP65","WOMEN","YR","A","2012",21,
"NOR","LIFEEXP65","WOMEN","YR","A","2013",21.4,
"NOR","LIFEEXP65","WOMEN","YR","A","2014",21.6,
"NOR","LIFEEXP65","WOMEN","YR","A","2015",21.6,
"NOR","LIFEEXP65","WOMEN","YR","A","2016",21.6,
"NOR","LIFEEXP65","WOMEN","YR","A","2017",21.6,
"POL","LIFEEXP65","WOMEN","YR","A","2008",19.1,
"POL","LIFEEXP65","WOMEN","YR","A","2009",19.2,"B"
"POL","LIFEEXP65","WOMEN","YR","A","2010",19.5,
"POL","LIFEEXP65","WOMEN","YR","A","2011",19.9,
"POL","LIFEEXP65","WOMEN","YR","A","2012",19.8,
"POL","LIFEEXP65","WOMEN","YR","A","2013",19.9,
"POL","LIFEEXP65","WOMEN","YR","A","2014",20.4,
"POL","LIFEEXP65","WOMEN","YR","A","2015",20.1,
"POL","LIFEEXP65","WOMEN","YR","A","2016",20.5,
"POL","LIFEEXP65","WOMEN","YR","A","2017",20.2,
"PRT","LIFEEXP65","WOMEN","YR","A","2008",20.6,
"PRT","LIFEEXP65","WOMEN","YR","A","2009",20.8,
"PRT","LIFEEXP65","WOMEN","YR","A","2010",21,
"PRT","LIFEEXP65","WOMEN","YR","A","2011",21.6,
"PRT","LIFEEXP65","WOMEN","YR","A","2012",21.3,
"PRT","LIFEEXP65","WOMEN","YR","A","2013",21.6,
"PRT","LIFEEXP65","WOMEN","YR","A","2014",21.9,
"PRT","LIFEEXP65","WOMEN","YR","A","2015",21.7,
"PRT","LIFEEXP65","WOMEN","YR","A","2016",21.8,
"PRT","LIFEEXP65","WOMEN","YR","A","2017",22.1,
"SVK","LIFEEXP65","WOMEN","YR","A","2008",17.8,
"SVK","LIFEEXP65","WOMEN","YR","A","2009",18,
"SVK","LIFEEXP65","WOMEN","YR","A","2010",18,
"SVK","LIFEEXP65","WOMEN","YR","A","2011",18.4,
"SVK","LIFEEXP65","WOMEN","YR","A","2012",18.5,
"SVK","LIFEEXP65","WOMEN","YR","A","2013",18.8,
"SVK","LIFEEXP65","WOMEN","YR","A","2014",19.1,
"SVK","LIFEEXP65","WOMEN","YR","A","2015",18.8,
"SVK","LIFEEXP65","WOMEN","YR","A","2016",19.2,
"SVK","LIFEEXP65","WOMEN","YR","A","2017",19.1,
"ESP","LIFEEXP65","WOMEN","YR","A","2008",22.1,
"ESP","LIFEEXP65","WOMEN","YR","A","2009",22.5,
"ESP","LIFEEXP65","WOMEN","YR","A","2010",22.9,
"ESP","LIFEEXP65","WOMEN","YR","A","2011",23,
"ESP","LIFEEXP65","WOMEN","YR","A","2012",22.8,
"ESP","LIFEEXP65","WOMEN","YR","A","2013",23.4,
"ESP","LIFEEXP65","WOMEN","YR","A","2014",23.5,
"ESP","LIFEEXP65","WOMEN","YR","A","2015",23,
"ESP","LIFEEXP65","WOMEN","YR","A","2016",23.6,
"ESP","LIFEEXP65","WOMEN","YR","A","2017",23.4,
"SWE","LIFEEXP65","WOMEN","YR","A","2008",20.9,
"SWE","LIFEEXP65","WOMEN","YR","A","2009",21.2,
"SWE","LIFEEXP65","WOMEN","YR","A","2010",21.2,
"SWE","LIFEEXP65","WOMEN","YR","A","2011",21.3,
"SWE","LIFEEXP65","WOMEN","YR","A","2012",21.1,
"SWE","LIFEEXP65","WOMEN","YR","A","2013",21.3,
"SWE","LIFEEXP65","WOMEN","YR","A","2014",21.6,
"SWE","LIFEEXP65","WOMEN","YR","A","2015",21.5,
"SWE","LIFEEXP65","WOMEN","YR","A","2016",21.5,
"SWE","LIFEEXP65","WOMEN","YR","A","2017",21.5,
"CHE","LIFEEXP65","WOMEN","YR","A","2008",22.3,
"CHE","LIFEEXP65","WOMEN","YR","A","2009",22.2,
"CHE","LIFEEXP65","WOMEN","YR","A","2010",22.5,
"CHE","LIFEEXP65","WOMEN","YR","A","2011",22.6,"B"
"CHE","LIFEEXP65","WOMEN","YR","A","2012",22.3,
"CHE","LIFEEXP65","WOMEN","YR","A","2013",22.4,
"CHE","LIFEEXP65","WOMEN","YR","A","2014",22.7,
"CHE","LIFEEXP65","WOMEN","YR","A","2015",22.4,
"CHE","LIFEEXP65","WOMEN","YR","A","2016",22.9,
"CHE","LIFEEXP65","WOMEN","YR","A","2017",22.8,
"TUR","LIFEEXP65","WOMEN","YR","A","2008",15.8,
"TUR","LIFEEXP65","WOMEN","YR","A","2009",15.9,
"TUR","LIFEEXP65","WOMEN","YR","A","2010",16,
"TUR","LIFEEXP65","WOMEN","YR","A","2011",16.1,
"TUR","LIFEEXP65","WOMEN","YR","A","2012",16.1,
"TUR","LIFEEXP65","WOMEN","YR","A","2013",19.5,"B"
"TUR","LIFEEXP65","WOMEN","YR","A","2014",19.4,
"TUR","LIFEEXP65","WOMEN","YR","A","2015",19.4,
"TUR","LIFEEXP65","WOMEN","YR","A","2016",19.3,
"TUR","LIFEEXP65","WOMEN","YR","A","2017",19.2,
"GBR","LIFEEXP65","WOMEN","YR","A","2008",20.2,
"GBR","LIFEEXP65","WOMEN","YR","A","2009",20.7,
"GBR","LIFEEXP65","WOMEN","YR","A","2010",20.8,
"GBR","LIFEEXP65","WOMEN","YR","A","2011",21.1,
"GBR","LIFEEXP65","WOMEN","YR","A","2012",20.9,
"GBR","LIFEEXP65","WOMEN","YR","A","2013",20.9,
"GBR","LIFEEXP65","WOMEN","YR","A","2014",21.3,
"GBR","LIFEEXP65","WOMEN","YR","A","2015",20.8,
"GBR","LIFEEXP65","WOMEN","YR","A","2016",21.1,
"GBR","LIFEEXP65","WOMEN","YR","A","2017",21.1,
"USA","LIFEEXP65","WOMEN","YR","A","2008",20,
"USA","LIFEEXP65","WOMEN","YR","A","2009",20.3,
"USA","LIFEEXP65","WOMEN","YR","A","2010",20.3,
"USA","LIFEEXP65","WOMEN","YR","A","2011",20.4,
"USA","LIFEEXP65","WOMEN","YR","A","2012",20.5,
"USA","LIFEEXP65","WOMEN","YR","A","2013",20.5,
"USA","LIFEEXP65","WOMEN","YR","A","2014",20.6,
"USA","LIFEEXP65","WOMEN","YR","A","2015",20.5,
"USA","LIFEEXP65","WOMEN","YR","A","2016",20.6,
"USA","LIFEEXP65","WOMEN","YR","A","2017",20.6,
"BRA","LIFEEXP65","WOMEN","YR","A","2008",19,
"BRA","LIFEEXP65","WOMEN","YR","A","2009",19.1,
"BRA","LIFEEXP65","WOMEN","YR","A","2010",19.2,
"BRA","LIFEEXP65","WOMEN","YR","A","2011",18.9,
"BRA","LIFEEXP65","WOMEN","YR","A","2012",19.4,
"BRA","LIFEEXP65","WOMEN","YR","A","2013",19.5,
"BRA","LIFEEXP65","WOMEN","YR","A","2014",19.7,
"BRA","LIFEEXP65","WOMEN","YR","A","2015",19.8,
"CHL","LIFEEXP65","WOMEN","YR","A","2008",20.2,
"CHL","LIFEEXP65","WOMEN","YR","A","2009",20.4,
"CHL","LIFEEXP65","WOMEN","YR","A","2010",20.6,
"CHL","LIFEEXP65","WOMEN","YR","A","2011",20.7,
"CHL","LIFEEXP65","WOMEN","YR","A","2012",20.9,
"CHL","LIFEEXP65","WOMEN","YR","A","2013",21,
"CHL","LIFEEXP65","WOMEN","YR","A","2014",21.1,
"CHL","LIFEEXP65","WOMEN","YR","A","2015",21.3,
"CHL","LIFEEXP65","WOMEN","YR","A","2016",21.4,
"CHL","LIFEEXP65","WOMEN","YR","A","2017",21.6,
"EST","LIFEEXP65","WOMEN","YR","A","2008",18.9,
"EST","LIFEEXP65","WOMEN","YR","A","2009",19.3,
"EST","LIFEEXP65","WOMEN","YR","A","2010",19.5,
"EST","LIFEEXP65","WOMEN","YR","A","2011",20.1,
"EST","LIFEEXP65","WOMEN","YR","A","2012",20.3,
"EST","LIFEEXP65","WOMEN","YR","A","2013",20.3,
"EST","LIFEEXP65","WOMEN","YR","A","2014",20.4,
"EST","LIFEEXP65","WOMEN","YR","A","2015",20.7,
"EST","LIFEEXP65","WOMEN","YR","A","2016",20.9,
"EST","LIFEEXP65","WOMEN","YR","A","2017",20.8,
"ISR","LIFEEXP65","WOMEN","YR","A","2008",20.7,
"ISR","LIFEEXP65","WOMEN","YR","A","2009",21,"B"
"ISR","LIFEEXP65","WOMEN","YR","A","2010",21.2,
"ISR","LIFEEXP65","WOMEN","YR","A","2011",21.1,
"ISR","LIFEEXP65","WOMEN","YR","A","2012",21,
"ISR","LIFEEXP65","WOMEN","YR","A","2013",21.3,
"ISR","LIFEEXP65","WOMEN","YR","A","2014",21.5,
"ISR","LIFEEXP65","WOMEN","YR","A","2015",21.5,
"ISR","LIFEEXP65","WOMEN","YR","A","2016",21.6,
"ISR","LIFEEXP65","WOMEN","YR","A","2017",21.9,
"RUS","LIFEEXP65","WOMEN","YR","A","2008",16.2,
"RUS","LIFEEXP65","WOMEN","YR","A","2009",16.5,
"RUS","LIFEEXP65","WOMEN","YR","A","2010",16.5,
"RUS","LIFEEXP65","WOMEN","YR","A","2011",17,
"RUS","LIFEEXP65","WOMEN","YR","A","2012",17.1,
"RUS","LIFEEXP65","WOMEN","YR","A","2013",17.4,
"RUS","LIFEEXP65","WOMEN","YR","A","2014",17.5,"B"
"RUS","LIFEEXP65","WOMEN","YR","A","2015",17.6,
"RUS","LIFEEXP65","WOMEN","YR","A","2016",17.7,
"RUS","LIFEEXP65","WOMEN","YR","A","2017",18,
"SVN","LIFEEXP65","WOMEN","YR","A","2008",20.5,"B"
"SVN","LIFEEXP65","WOMEN","YR","A","2009",20.5,
"SVN","LIFEEXP65","WOMEN","YR","A","2010",21,
"SVN","LIFEEXP65","WOMEN","YR","A","2011",21.1,
"SVN","LIFEEXP65","WOMEN","YR","A","2012",21.1,
"SVN","LIFEEXP65","WOMEN","YR","A","2013",21.4,
"SVN","LIFEEXP65","WOMEN","YR","A","2014",21.6,
"SVN","LIFEEXP65","WOMEN","YR","A","2015",21.4,
"SVN","LIFEEXP65","WOMEN","YR","A","2016",21.8,
"SVN","LIFEEXP65","WOMEN","YR","A","2017",21.7,
"LVA","LIFEEXP65","WOMEN","YR","A","2008",17.7,
"LVA","LIFEEXP65","WOMEN","YR","A","2009",18.1,
"LVA","LIFEEXP65","WOMEN","YR","A","2010",18.1,
"LVA","LIFEEXP65","WOMEN","YR","A","2011",18.7,
"LVA","LIFEEXP65","WOMEN","YR","A","2012",18.5,
"LVA","LIFEEXP65","WOMEN","YR","A","2013",18.6,
"LVA","LIFEEXP65","WOMEN","YR","A","2014",19,
"LVA","LIFEEXP65","WOMEN","YR","A","2015",18.9,
"LVA","LIFEEXP65","WOMEN","YR","A","2016",19,
"LVA","LIFEEXP65","WOMEN","YR","A","2017",19,
"LTU","LIFEEXP65","WOMEN","YR","A","2008",18.4,
"LTU","LIFEEXP65","WOMEN","YR","A","2009",18.8,
"LTU","LIFEEXP65","WOMEN","YR","A","2010",18.8,
"LTU","LIFEEXP65","WOMEN","YR","A","2011",19.2,
"LTU","LIFEEXP65","WOMEN","YR","A","2012",19.2,
"LTU","LIFEEXP65","WOMEN","YR","A","2013",19.2,
"LTU","LIFEEXP65","WOMEN","YR","A","2014",19.5,
"LTU","LIFEEXP65","WOMEN","YR","A","2015",19.2,
"LTU","LIFEEXP65","WOMEN","YR","A","2016",19.4,
"LTU","LIFEEXP65","WOMEN","YR","A","2017",19.4,
"CRI","LIFEEXP65","WOMEN","YR","A","2008",19.5,
"CRI","LIFEEXP65","WOMEN","YR","A","2009",19.6,
"CRI","LIFEEXP65","WOMEN","YR","A","2010",19.6,
"CRI","LIFEEXP65","WOMEN","YR","A","2011",19.7,
"CRI","LIFEEXP65","WOMEN","YR","A","2012",19.7,
"CRI","LIFEEXP65","WOMEN","YR","A","2013",19.8,
"CRI","LIFEEXP65","WOMEN","YR","A","2014",19.9,
"CRI","LIFEEXP65","WOMEN","YR","A","2015",19.9,
"CRI","LIFEEXP65","WOMEN","YR","A","2016",21.1,
"CRI","LIFEEXP65","WOMEN","YR","A","2017",21.2,
